Run_Number,SQL_File,Run_Time
1,7,4.1428234577178955
2,7,0.5402536392211914
3,7,0.44350194931030273
4,7,0.5646743774414062
5,7,0.607757568359375
6,7,0.5721282958984375
1,8,1.912609577178955
2,8,0.5968518257141113
3,8,0.5711009502410889
4,8,0.6084039211273193
5,8,0.5331885814666748
6,8,0.5431396961212158
1,21,3.0088882446289062
2,21,0.41001224517822266
3,21,0.6372466087341309
4,21,0.49232935905456543
5,21,0.6862828731536865
6,21,0.6029400825500488
1,4,1.1036453247070312
2,4,0.46925950050354004
3,4,0.4849386215209961
4,4,0.5138399600982666
5,4,0.5376811027526855
6,4,0.5766932964324951
1,3,1.5226032733917236
2,3,0.5085132122039795
3,3,0.4781789779663086
4,3,0.5001053810119629
5,3,0.4103851318359375
6,3,0.4978451728820801
1,15,1.1029484272003174
2,15,0.5309250354766846
3,15,0.5336523056030273
4,15,1.1443099975585938
5,15,0.5349669456481934
6,15,0.6587932109832764
1,16,0.5609853267669678
2,16,0.3891026973724365
3,16,0.4463307857513428
4,16,0.44756317138671875
5,16,0.4247403144836426
6,16,0.5898981094360352
1,1,0.8830552101135254
2,1,0.489656925201416
3,1,0.482832670211792
4,1,0.7559080123901367
5,1,0.5013320446014404
6,1,0.47171568870544434
1,6,0.8689775466918945
2,6,0.5712809562683105
3,6,0.5167737007141113
4,6,0.4784064292907715
5,6,0.525897741317749
6,6,0.47680115699768066
1,13,3.0947554111480713
2,13,0.4972972869873047
3,13,0.4802720546722412
4,13,1.004948377609253
5,13,0.4188270568847656
6,13,0.38826751708984375
1,17,1.9684772491455078
2,17,0.4275171756744385
3,17,0.4351081848144531
4,17,0.5344235897064209
5,17,0.42218947410583496
6,17,0.45946455001831055
1,2,0.5827937126159668
2,2,0.46750617027282715
3,2,0.46207332611083984
4,2,0.5036251544952393
5,2,0.46720385551452637
6,2,0.6307501792907715
1,18,2.4163150787353516
2,18,0.4305696487426758
3,18,0.5036413669586182
4,18,0.5182387828826904
5,18,0.4523463249206543
6,18,0.4119856357574463
1,11,0.6180317401885986
2,11,0.5728676319122314
3,11,0.5760092735290527
4,11,0.5055105686187744
5,11,0.5700738430023193
6,11,0.48586368560791016
1,14,1.5254466533660889
2,14,0.6820387840270996
3,14,0.4796411991119385
4,14,0.4700174331665039
5,14,0.441974401473999
6,14,0.4690217971801758
1,22,1.8065669536590576
2,22,0.40151238441467285
3,22,0.3880321979522705
4,22,0.4436514377593994
5,22,0.4132649898529053
6,22,0.554234504699707
1,9,4.233642101287842
2,9,0.5717990398406982
3,9,0.6048524379730225
4,9,0.5899600982666016
5,9,0.5727624893188477
6,9,0.5477466583251953
1,20,1.328723669052124
2,20,0.4300379753112793
3,20,0.5151867866516113
4,20,0.3998227119445801
5,20,0.447221040725708
6,20,0.42641139030456543
1,12,0.833909273147583
2,12,0.4561300277709961
3,12,0.37108564376831055
4,12,0.3500359058380127
5,12,0.42064833641052246
6,12,0.4107391834259033
1,5,0.5646119117736816
2,5,0.6037793159484863
3,5,0.5199143886566162
4,5,0.5412719249725342
5,5,0.497927188873291
6,5,0.47133398056030273
1,10,1.6817474365234375
2,10,0.49957942962646484
3,10,0.6058776378631592
4,10,0.5196681022644043
5,10,0.5598976612091064
6,10,0.467118501663208
1,19,0.674933910369873
2,19,0.49686408042907715
3,19,0.40976905822753906
4,19,0.5051414966583252
5,19,0.4977858066558838
6,19,0.49192118644714355
