Run Number,file_number,Execution Time (seconds)
1,18,1.98838210105896
1,19,0.9392571449279785
1,1,0.4490787982940674
1,12,0.8202250003814697
1,13,1.0196828842163086
1,21,1.633194923400879
1,20,1.7438850402832031
1,7,0.7194728851318359
1,6,0.08801698684692383
1,15,0.8281750679016113
1,14,0.543259859085083
1,9,0.9141907691955566
1,8,1.030083179473877
1,11,0.4784421920776367
1,10,0.8390710353851318
1,3,0.39337706565856934
1,2,1.1839900016784668
1,16,0.2641308307647705
1,17,0.38406920433044434
1,22,0.408466100692749
1,4,0.42030787467956543
1,5,0.60683274269104
2,18,0.07235312461853027
2,19,0.06045103073120117
2,1,0.0608210563659668
2,12,0.06771492958068848
2,13,0.06181621551513672
2,21,0.057627201080322266
2,20,0.06714391708374023
2,7,0.060388803482055664
2,6,0.05980086326599121
2,15,0.07263493537902832
2,14,0.06737399101257324
2,9,0.07033491134643555
2,8,0.05885004997253418
2,11,0.05843400955200195
2,10,0.07527399063110352
2,3,0.05716133117675781
2,2,0.1569838523864746
2,16,0.06897807121276855
2,17,0.05987119674682617
2,22,0.05983996391296387
2,4,0.059181928634643555
2,5,0.06958794593811035
3,18,0.060796260833740234
3,19,0.06925797462463379
3,1,0.08097600936889648
3,12,0.058493852615356445
3,13,0.05821633338928223
3,21,0.061183929443359375
3,20,0.061276912689208984
3,7,0.057700157165527344
3,6,0.059309959411621094
3,15,0.05989813804626465
3,14,0.14214611053466797
3,9,0.07731485366821289
3,8,0.05957984924316406
3,11,0.049546003341674805
3,10,0.07341194152832031
3,3,0.0670020580291748
3,2,0.14144110679626465
3,16,0.06763696670532227
3,17,0.06248283386230469
3,22,0.05626511573791504
3,4,0.04964494705200195
3,5,0.06079602241516113
4,18,0.06779193878173828
4,19,0.06030392646789551
4,1,0.059313058853149414
4,12,0.060569047927856445
4,13,0.05944395065307617
4,21,0.06009411811828613
4,20,0.07029581069946289
4,7,0.05887007713317871
4,6,0.06239914894104004
4,15,0.056813955307006836
4,14,0.05962705612182617
4,9,0.06029510498046875
4,8,0.05829119682312012
4,11,0.06061267852783203
4,10,0.10247111320495605
4,3,0.05890202522277832
4,2,0.12772798538208008
4,16,0.07313299179077148
4,17,0.05655503273010254
4,22,0.07001686096191406
4,4,0.05967378616333008
4,5,0.060649871826171875
5,18,0.05901908874511719
5,19,0.06921911239624023
5,1,0.05934906005859375
5,12,0.06071186065673828
5,13,0.0582578182220459
5,21,0.07470703125
5,20,0.0649867057800293
5,7,0.06321096420288086
5,6,0.06682205200195312
5,15,0.060018062591552734
5,14,0.09789896011352539
5,9,0.06245779991149902
5,8,0.05821585655212402
5,11,0.06338810920715332
5,10,0.08230304718017578
5,3,0.06439089775085449
5,2,0.13784003257751465
5,16,0.07053399085998535
5,17,0.0602869987487793
5,22,0.0594632625579834
5,4,0.05967593193054199
5,5,0.05947589874267578
6,18,0.06039595603942871
6,19,0.05875992774963379
6,1,0.0596768856048584
6,12,0.06250596046447754
6,13,0.057382822036743164
6,21,0.07025027275085449
6,20,0.06863999366760254
6,7,0.06206107139587402
6,6,0.05754899978637695
6,15,0.059951066970825195
6,14,0.05891895294189453
6,9,0.06622076034545898
6,8,0.3744640350341797
6,11,0.058825016021728516
6,10,0.08190798759460449
6,3,0.05921792984008789
6,2,0.1298811435699463
6,16,0.06773924827575684
6,17,0.06021690368652344
6,22,0.059842824935913086
6,4,0.050926923751831055
6,5,0.05939507484436035
