User_ID,Run_Number,File_Number,Execution_Time_sec
1,1,18,0.06630301475524902
5,1,18,0.07502198219299316
3,1,18,0.07406806945800781
2,1,18,0.08145809173583984
6,1,18,0.07605409622192383
8,1,18,0.0851449966430664
4,1,18,0.08762407302856445
7,1,18,0.08167672157287598
1,1,19,0.05934906005859375
2,1,19,0.06310510635375977
5,1,19,0.06480288505554199
7,1,19,0.06065106391906738
8,1,19,0.06286001205444336
6,1,19,0.0693821907043457
3,1,19,0.07190728187561035
4,1,19,0.06443405151367188
1,1,1,0.06143593788146973
2,1,1,0.05547189712524414
5,1,1,0.06419205665588379
8,1,1,0.05804920196533203
6,1,1,0.06922602653503418
4,1,1,0.06944990158081055
3,1,1,0.0697317123413086
7,1,1,0.0775301456451416
1,1,12,0.0579991340637207
2,1,12,0.06431007385253906
5,1,12,0.062252044677734375
8,1,12,0.05991077423095703
6,1,12,0.058444976806640625
4,1,12,0.05706906318664551
3,1,12,0.06481814384460449
7,1,12,0.06252026557922363
1,1,13,0.05217790603637695
2,1,13,0.0698099136352539
6,1,13,0.05714893341064453
5,1,13,0.06650209426879883
8,1,13,0.06753826141357422
4,1,13,0.06853604316711426
3,1,13,0.06227874755859375
7,1,13,0.06312274932861328
1,1,21,0.07154583930969238
2,1,21,0.05884099006652832
6,1,21,0.06693196296691895
5,1,21,0.0715336799621582
3,1,21,0.06139087677001953
7,1,21,0.06907916069030762
4,1,21,0.07336807250976562
8,1,21,0.08417487144470215
1,1,20,0.07039809226989746
2,1,20,0.06607913970947266
6,1,20,0.06571698188781738
5,1,20,0.07261395454406738
3,1,20,0.06881022453308105
7,1,20,0.0631248950958252
1,1,7,0.053906917572021484
4,1,20,0.06576013565063477
8,1,20,0.07280588150024414
6,1,7,0.059175968170166016
2,1,7,0.0804438591003418
5,1,7,0.05784869194030762
1,1,6,0.0617520809173584
3,1,7,0.0681450366973877
7,1,7,0.06601786613464355
4,1,7,0.07279300689697266
8,1,7,0.06480979919433594
6,1,6,0.06126117706298828
5,1,6,0.06333017349243164
2,1,6,0.06447005271911621
7,1,6,0.05695486068725586
1,1,15,0.06577301025390625
3,1,6,0.06685090065002441
8,1,6,0.05833578109741211
4,1,6,0.05940389633178711
6,1,15,0.06139993667602539
2,1,15,0.07129287719726562
7,1,15,0.06731009483337402
5,1,15,0.07256102561950684
1,1,14,0.06532979011535645
8,1,15,0.06018781661987305
3,1,15,0.07728910446166992
4,1,15,0.07350397109985352
6,1,14,0.06753301620483398
2,1,14,0.061248064041137695
8,1,14,0.05829572677612305
1,1,9,0.05861401557922363
5,1,14,0.062426090240478516
7,1,14,0.0717000961303711
3,1,14,0.05369925498962402
4,1,14,0.06292414665222168
6,1,9,0.05921792984008789
2,1,9,0.0659639835357666
8,1,9,0.07799887657165527
1,1,8,0.07649993896484375
3,1,9,0.0726778507232666
5,1,9,0.08080196380615234
4,1,9,0.06906700134277344
7,1,9,0.08113718032836914
6,1,8,0.06028485298156738
2,1,8,0.07249927520751953
8,1,8,0.06675004959106445
3,1,8,0.0661928653717041
1,1,11,0.06880903244018555
5,1,8,0.08477997779846191
6,1,11,0.0707399845123291
7,1,8,0.08032417297363281
4,1,8,0.08290982246398926
2,1,11,0.062068939208984375
3,1,11,0.06422209739685059
8,1,11,0.06956601142883301
1,1,10,0.07051205635070801
7,1,11,0.05709385871887207
4,1,11,0.05630230903625488
5,1,11,0.07020306587219238
6,1,10,0.07753396034240723
2,1,10,0.06923604011535645
3,1,10,0.06683015823364258
1,1,3,0.06392478942871094
8,1,10,0.0757749080657959
4,1,10,0.0822300910949707
6,1,3,0.06930303573608398
7,1,10,0.09221816062927246
5,1,10,0.07905387878417969
2,1,3,0.06189298629760742
3,1,3,0.06505703926086426
8,1,3,0.06755733489990234
1,1,2,0.08624100685119629
4,1,3,0.06594109535217285
7,1,3,0.0597689151763916
5,1,3,0.0664510726928711
6,1,2,0.10292816162109375
2,1,2,0.1199491024017334
3,1,2,0.14199590682983398
1,1,16,0.16243386268615723
8,1,2,0.1841871738433838
5,1,2,0.2965388298034668
6,1,16,0.28055381774902344
2,1,16,0.2610769271850586
4,1,2,0.33493995666503906
7,1,2,0.3392798900604248
3,1,16,0.23302197456359863
1,1,17,0.1871039867401123
8,1,16,0.18169498443603516
5,1,16,0.1855611801147461
6,1,17,0.17342424392700195
2,1,17,0.16472101211547852
4,1,16,0.17330408096313477
3,1,17,0.17401981353759766
8,1,17,0.19673705101013184
1,1,22,0.21064329147338867
5,1,17,0.0670022964477539
7,1,16,0.21765398979187012
4,1,17,0.057212114334106445
6,1,22,0.06706500053405762
2,1,22,0.06929993629455566
3,1,22,0.09413599967956543
1,1,4,0.08181476593017578
8,1,22,0.0903329849243164
7,1,17,0.07747983932495117
5,1,22,0.08189606666564941
6,1,4,0.09024882316589355
4,1,22,0.09217000007629395
3,1,4,0.048959970474243164
2,1,4,0.09188675880432129
1,1,5,0.06095409393310547
8,1,4,0.08522319793701172
7,1,22,0.08576107025146484
5,1,4,0.08761286735534668
4,1,4,0.0728309154510498
2,1,5,0.07497096061706543
6,1,5,0.0791621208190918
3,1,5,0.1479501724243164
7,1,4,0.0823359489440918
4,1,5,0.07765698432922363
8,1,5,0.08145403861999512
5,1,5,0.18976616859436035
7,1,5,0.11602306365966797
5,2,18,0.07480406761169434
3,2,18,0.07216978073120117
6,2,18,0.08127379417419434
4,2,18,0.08281588554382324
8,2,18,0.08393979072570801
1,2,18,0.08666396141052246
2,2,18,0.09151482582092285
7,2,18,0.10984277725219727
3,2,19,0.06383776664733887
6,2,19,0.061192989349365234
5,2,19,0.0671689510345459
4,2,19,0.06054496765136719
2,2,19,0.05382084846496582
8,2,19,0.08180499076843262
1,2,19,0.0833730697631836
7,2,19,0.08899283409118652
3,2,1,0.06533575057983398
2,2,1,0.06127214431762695
6,2,1,0.06592774391174316
5,2,1,0.06599998474121094
4,2,1,0.0787200927734375
1,2,1,0.05388998985290527
8,2,1,0.08356499671936035
7,2,1,0.07171130180358887
2,2,12,0.0635678768157959
3,2,12,0.0734410285949707
6,2,12,0.07161498069763184
5,2,12,0.07299232482910156
4,2,12,0.08047890663146973
1,2,12,0.07842898368835449
8,2,12,0.09185791015625
2,2,13,0.08131885528564453
3,2,13,0.07426095008850098
5,2,13,0.07308220863342285
7,2,12,0.08472800254821777
6,2,13,0.07786297798156738
1,2,13,0.05728411674499512
4,2,13,0.08278203010559082
8,2,13,0.06749606132507324
7,2,13,0.06131887435913086
2,2,21,0.0667581558227539
6,2,21,0.06375789642333984
1,2,21,0.06534600257873535
5,2,21,0.07271599769592285
3,2,21,0.07966423034667969
4,2,21,0.05093574523925781
2,2,20,0.0635688304901123
7,2,21,0.0654001235961914
8,2,21,0.07322311401367188
1,2,20,0.06642699241638184
4,2,20,0.058527231216430664
3,2,20,0.0631861686706543
6,2,20,0.07239913940429688
5,2,20,0.08735203742980957
2,2,7,0.0782020092010498
1,2,7,0.07113385200500488
3,2,7,0.06854510307312012
6,2,7,0.06953120231628418
7,2,20,0.08552885055541992
8,2,20,0.09938597679138184
4,2,7,0.09218668937683105
5,2,7,0.07037210464477539
6,2,6,0.07033228874206543
2,2,6,0.07452797889709473
1,2,6,0.06971597671508789
3,2,6,0.07300472259521484
8,2,7,0.060408830642700195
4,2,6,0.060334205627441406
5,2,6,0.07269597053527832
7,2,7,0.09717488288879395
6,2,15,0.06050586700439453
1,2,15,0.0684511661529541
2,2,15,0.0702660083770752
8,2,6,0.06831002235412598
3,2,15,0.07227706909179688
4,2,15,0.07218384742736816
5,2,15,0.10901403427124023
3,2,14,0.10675406455993652
8,2,15,0.10945487022399902
1,2,14,0.11889910697937012
2,2,14,0.1430959701538086
4,2,14,0.1426408290863037
6,2,14,0.16459417343139648
5,2,14,0.1248939037322998
8,2,14,0.07472014427185059
1,2,9,0.08906769752502441
3,2,9,0.09648013114929199
7,2,6,0.2661399841308594
2,2,9,0.09510588645935059
6,2,9,0.08505392074584961
4,2,9,0.08842086791992188
5,2,9,0.059118032455444336
3,2,8,0.06510424613952637
1,2,8,0.08633279800415039
7,2,15,0.0705878734588623
8,2,9,0.16869592666625977
7,2,14,0.27312421798706055
1,2,11,0.2746579647064209
6,2,8,0.33066797256469727
3,2,11,0.3155670166015625
8,2,8,0.2676050662994385
4,2,8,0.3974587917327881
5,2,8,0.3959817886352539
2,2,8,0.4052741527557373
6,2,11,0.07077407836914062
7,2,9,0.07819795608520508
1,2,10,0.08441591262817383
3,2,10,0.10972213745117188
8,2,11,0.09744620323181152
5,2,11,0.09113764762878418
4,2,11,0.09365105628967285
2,2,11,0.10776996612548828
6,2,10,0.1256871223449707
1,2,3,0.11980485916137695
7,2,8,0.12527012825012207
3,2,3,0.09595203399658203
8,2,10,0.08340001106262207
4,2,10,0.0908498764038086
5,2,10,0.09426403045654297
6,2,3,0.06451416015625
2,2,10,0.08582878112792969
7,2,11,0.07036590576171875
1,2,2,0.10081100463867188
3,2,2,0.09851288795471191
8,2,3,0.0897061824798584
4,2,3,0.1045691967010498
5,2,3,0.10504293441772461
2,2,3,0.10623002052307129
6,2,2,0.14504289627075195
7,2,10,0.1399219036102295
1,2,16,0.11762881278991699
3,2,16,0.10811591148376465
8,2,2,0.1372532844543457
2,2,2,0.13012218475341797
1,2,17,0.08118104934692383
7,2,3,0.1052548885345459
6,2,16,0.12823987007141113
5,2,2,0.1778850555419922
4,2,2,0.1785590648651123
3,2,17,0.13021397590637207
8,2,16,0.12509369850158691
1,2,22,0.08985185623168945
2,2,16,0.11000680923461914
6,2,17,0.08335685729980469
5,2,16,0.0862729549407959
3,2,22,0.07622313499450684
4,2,16,0.10119795799255371
7,2,2,0.13420605659484863
1,2,4,0.061608076095581055
8,2,17,0.08600711822509766
2,2,17,0.07732009887695312
5,2,17,0.06413435935974121
3,2,4,0.06763124465942383
6,2,22,0.08058977127075195
4,2,17,0.06989288330078125
7,2,16,0.08605313301086426
8,2,22,0.06929922103881836
1,2,5,0.09806704521179199
5,2,22,0.0773470401763916
2,2,22,0.07903790473937988
6,2,4,0.08111000061035156
4,2,22,0.07815790176391602
3,2,5,0.08297967910766602
8,2,4,0.06886911392211914
7,2,17,0.07306766510009766
5,2,4,0.07044792175292969
2,2,4,0.08841800689697266
4,2,4,0.06996393203735352
6,2,5,0.07325601577758789
8,2,5,0.07553482055664062
7,2,22,0.0755147933959961
5,2,5,0.08904194831848145
4,2,5,0.14929699897766113
2,2,5,0.14986300468444824
7,2,4,0.12271881103515625
7,2,5,0.08907485008239746
3,3,18,0.06540608406066895
1,3,18,0.06367707252502441
6,3,18,0.06416726112365723
4,3,18,0.06960892677307129
7,3,18,0.06727910041809082
2,3,18,0.0882108211517334
5,3,18,0.08610820770263672
8,3,18,0.08814215660095215
3,3,19,0.06438827514648438
1,3,19,0.06721305847167969
4,3,19,0.05952906608581543
7,3,19,0.06553387641906738
6,3,19,0.06992888450622559
8,3,19,0.06557607650756836
5,3,19,0.06866598129272461
2,3,19,0.07116007804870605
4,3,1,0.05538296699523926
1,3,1,0.05759382247924805
3,3,1,0.06695389747619629
6,3,1,0.056797027587890625
7,3,1,0.07273507118225098
2,3,1,0.05437183380126953
8,3,1,0.06217384338378906
5,3,1,0.062220096588134766
4,3,12,0.05454206466674805
1,3,12,0.0720372200012207
6,3,12,0.06384634971618652
3,3,12,0.07071685791015625
8,3,12,0.05374407768249512
2,3,12,0.07880401611328125
5,3,12,0.07565474510192871
7,3,12,0.0813758373260498
4,3,13,0.0707089900970459
1,3,13,0.07726907730102539
6,3,13,0.08117127418518066
8,3,13,0.07324910163879395
3,3,13,0.07698702812194824
7,3,13,0.07026314735412598
5,3,13,0.07236099243164062
2,3,13,0.07609891891479492
4,3,21,0.09116601943969727
6,3,21,0.06328868865966797
3,3,21,0.06821298599243164
1,3,21,0.09359216690063477
8,3,21,0.11984515190124512
2,3,21,0.09728312492370605
5,3,21,0.10542726516723633
6,3,20,0.08768486976623535
7,3,21,0.13133597373962402
3,3,20,0.08339476585388184
4,3,20,0.09152722358703613
1,3,20,0.08629417419433594
2,3,20,0.058036088943481445
8,3,20,0.06307196617126465
5,3,20,0.06775903701782227
6,3,7,0.07259011268615723
7,3,20,0.07463812828063965
4,3,7,0.07285213470458984
3,3,7,0.08349800109863281
2,3,7,0.05855989456176758
1,3,7,0.06493782997131348
8,3,7,0.07133626937866211
5,3,7,0.062132835388183594
4,3,6,0.06163191795349121
6,3,6,0.0623018741607666
2,3,6,0.053083181381225586
7,3,7,0.07304811477661133
1,3,6,0.06276297569274902
3,3,6,0.0658411979675293
8,3,6,0.06674003601074219
5,3,6,0.0680379867553711
4,3,15,0.05664420127868652
6,3,15,0.06286096572875977
2,3,15,0.06351995468139648
7,3,6,0.05524778366088867
3,3,15,0.07385492324829102
1,3,15,0.07385420799255371
8,3,15,0.0663461685180664
5,3,15,0.06435513496398926
4,3,14,0.0608980655670166
6,3,14,0.05426502227783203
2,3,14,0.06665277481079102
7,3,15,0.06786680221557617
1,3,14,0.05449509620666504
3,3,14,0.055002689361572266
8,3,14,0.07048392295837402
5,3,14,0.07067203521728516
4,3,9,0.0692741870880127
6,3,9,0.06986212730407715
2,3,9,0.055654048919677734
7,3,14,0.06548905372619629
1,3,9,0.0715019702911377
3,3,9,0.0722951889038086
5,3,9,0.07823896408081055
6,3,8,0.05960702896118164
8,3,9,0.07952880859375
2,3,8,0.06440401077270508
4,3,8,0.06880688667297363
7,3,9,0.07563924789428711
1,3,8,0.06326508522033691
3,3,8,0.09196019172668457
6,3,11,0.056420087814331055
8,3,8,0.06453800201416016
5,3,8,0.06487488746643066
4,3,11,0.0771629810333252
2,3,11,0.0796501636505127
1,3,11,0.09188199043273926
3,3,11,0.08419203758239746
5,3,11,0.07603669166564941
8,3,11,0.0820608139038086
2,3,10,0.06894803047180176
6,3,10,0.10783219337463379
7,3,8,0.1464550495147705
4,3,10,0.1118021011352539
1,3,10,0.0872650146484375
5,3,10,0.07737016677856445
8,3,10,0.08559107780456543
3,3,10,0.09283089637756348
6,3,3,0.07462382316589355
2,3,3,0.08747506141662598
7,3,11,0.08269500732421875
4,3,3,0.060667991638183594
5,3,3,0.0599057674407959
1,3,3,0.07622385025024414
8,3,3,0.06386041641235352
3,3,3,0.06607890129089355
2,3,2,0.07408404350280762
6,3,2,0.08391714096069336
7,3,10,0.07679104804992676
4,3,2,0.10016894340515137
1,3,2,0.0818641185760498
5,3,2,0.09302091598510742
8,3,2,0.08886909484863281
3,3,2,0.08711504936218262
2,3,16,0.07736515998840332
7,3,3,0.06621289253234863
6,3,16,0.09403800964355469
4,3,16,0.06853795051574707
1,3,16,0.07122516632080078
5,3,16,0.08053231239318848
2,3,17,0.06214594841003418
8,3,16,0.08078789710998535
6,3,17,0.06185412406921387
7,3,2,0.08374881744384766
4,3,17,0.05718183517456055
3,3,16,0.10268902778625488
1,3,17,0.08003711700439453
2,3,22,0.08394694328308105
5,3,17,0.08602690696716309
8,3,17,0.082061767578125
6,3,22,0.07055783271789551
4,3,22,0.06690001487731934
3,3,17,0.06463909149169922
7,3,16,0.10520315170288086
1,3,22,0.07589507102966309
2,3,4,0.07791495323181152
6,3,4,0.0729520320892334
8,3,22,0.0733938217163086
4,3,4,0.08630204200744629
5,3,22,0.0974588394165039
3,3,22,0.08337903022766113
7,3,17,0.060498952865600586
1,3,4,0.057891845703125
8,3,4,0.07075715065002441
2,3,5,0.07664895057678223
6,3,5,0.0735628604888916
5,3,4,0.0774528980255127
3,3,4,0.07703709602355957
4,3,5,0.0799398422241211
7,3,22,0.11450886726379395
1,3,5,0.11484909057617188
8,3,5,0.07701992988586426
3,3,5,0.057276248931884766
5,3,5,0.08292412757873535
7,3,4,0.07857513427734375
7,3,5,0.09003615379333496
2,4,18,0.07255196571350098
3,4,18,0.07634902000427246
7,4,18,0.0755772590637207
6,4,18,0.08107900619506836
1,4,18,0.08005809783935547
8,4,18,0.0829460620880127
4,4,18,0.08106803894042969
5,4,18,0.09667015075683594
2,4,19,0.08187699317932129
8,4,19,0.06964492797851562
1,4,19,0.07291102409362793
3,4,19,0.08273506164550781
5,4,19,0.06210184097290039
7,4,19,0.08461380004882812
6,4,19,0.08333301544189453
4,4,19,0.0946500301361084
5,4,1,0.06682682037353516
3,4,1,0.07627296447753906
7,4,1,0.07206201553344727
4,4,1,0.058737993240356445
6,4,1,0.07522010803222656
2,4,1,0.0854039192199707
8,4,1,0.1032109260559082
1,4,1,0.10691595077514648
7,4,12,0.06040787696838379
2,4,12,0.05633282661437988
3,4,12,0.07027411460876465
6,4,12,0.06308102607727051
5,4,12,0.0719151496887207
4,4,12,0.07266616821289062
8,4,12,0.05430102348327637
1,4,12,0.05274820327758789
7,4,13,0.0634157657623291
2,4,13,0.06446719169616699
3,4,13,0.07625222206115723
6,4,13,0.07509469985961914
4,4,13,0.1320648193359375
5,4,13,0.13629794120788574
2,4,21,0.10607695579528809
6,4,21,0.10279512405395508
1,4,13,0.17976093292236328
8,4,13,0.17987895011901855
7,4,21,0.13600802421569824
3,4,21,0.13428902626037598
4,4,21,0.07498311996459961
5,4,21,0.08258605003356934
2,4,20,0.07923269271850586
6,4,20,0.06798315048217773
8,4,21,0.07847905158996582
1,4,21,0.08684110641479492
7,4,20,0.08370184898376465
4,4,20,0.06720209121704102
3,4,20,0.07057571411132812
5,4,20,0.08176684379577637
6,4,7,0.05771803855895996
2,4,7,0.0615229606628418
7,4,7,0.06940197944641113
8,4,20,0.08007502555847168
4,4,7,0.07197880744934082
3,4,7,0.0720820426940918
1,4,20,0.07909011840820312
6,4,6,0.05245375633239746
2,4,6,0.06353211402893066
5,4,7,0.06722402572631836
8,4,7,0.06018400192260742
7,4,6,0.06253695487976074
4,4,6,0.07529973983764648
3,4,6,0.07345199584960938
6,4,15,0.0729069709777832
5,4,6,0.06348395347595215
2,4,15,0.08319687843322754
1,4,7,0.09657502174377441
8,4,6,0.05599498748779297
7,4,15,0.08475685119628906
3,4,15,0.06566905975341797
5,4,15,0.06750297546386719
4,4,15,0.07393002510070801
6,4,14,0.08496713638305664
2,4,14,0.06622791290283203
1,4,6,0.07565879821777344
8,4,15,0.06549882888793945
7,4,14,0.07405400276184082
4,4,14,0.06613898277282715
3,4,14,0.09209513664245605
5,4,14,0.08694911003112793
6,4,9,0.07114505767822266
2,4,9,0.08003807067871094
1,4,15,0.08953285217285156
8,4,14,0.0877680778503418
