User_ID,Run_Number,File_Number,Execution_Time_sec
1,1,18,0.07687020301818848
2,1,18,0.0861351490020752
1,1,19,0.06808018684387207
3,1,18,0.14995908737182617
4,1,18,0.159621000289917
2,1,19,0.08029818534851074
1,1,1,0.0592646598815918
3,1,19,0.06313180923461914
4,1,19,0.06556582450866699
2,1,1,0.09070587158203125
1,1,12,0.0688028335571289
3,1,1,0.06624102592468262
4,1,1,0.05868983268737793
2,1,12,0.06358504295349121
1,1,13,0.059194087982177734
4,1,12,0.062467098236083984
3,1,12,0.06566405296325684
2,1,13,0.0763697624206543
1,1,21,0.07314395904541016
4,1,13,0.12146186828613281
1,1,20,0.06470513343811035
2,1,21,0.07855010032653809
4,1,21,0.06358480453491211
1,1,7,0.06030392646789551
2,1,20,0.05983996391296387
3,1,13,0.1965937614440918
1,1,6,0.05795693397521973
2,1,7,0.05763411521911621
4,1,20,0.07106423377990723
3,1,21,0.062117815017700195
2,1,6,0.06205415725708008
1,1,15,0.06272101402282715
4,1,7,0.06020784378051758
3,1,20,0.06714105606079102
1,1,14,0.06813693046569824
4,1,6,0.0815732479095459
3,1,7,0.0811929702758789
2,1,15,0.09820890426635742
1,1,9,0.06020784378051758
4,1,15,0.058279991149902344
3,1,6,0.059323787689208984
2,1,14,0.05971407890319824
1,1,8,0.06931805610656738
4,1,14,0.058702945709228516
3,1,15,0.07045984268188477
2,1,9,0.0710000991821289
1,1,11,0.05774092674255371
4,1,9,0.05995631217956543
3,1,14,0.05902719497680664
2,1,8,0.06689977645874023
1,1,10,0.0649421215057373
4,1,8,0.06988310813903809
2,1,11,0.060632944107055664
3,1,9,0.09057998657226562
1,1,3,0.058242082595825195
4,1,11,0.07142019271850586
2,1,10,0.06899499893188477
3,1,8,0.061305999755859375
1,1,2,0.0751650333404541
4,1,10,0.06732487678527832
3,1,11,0.05768704414367676
2,1,3,0.07325005531311035
1,1,16,0.06514930725097656
4,1,3,0.05996370315551758
2,1,2,0.09264373779296875
1,1,17,0.0715341567993164
3,1,10,0.10731792449951172
4,1,2,0.08732891082763672
1,1,22,0.06876707077026367
2,1,16,0.07204914093017578
3,1,3,0.05870795249938965
4,1,16,0.07480931282043457
1,1,4,0.054473161697387695
2,1,17,0.07164478302001953
3,1,2,0.08069896697998047
4,1,17,0.056320905685424805
1,1,5,0.05880880355834961
2,1,22,0.0596160888671875
3,1,16,0.06908297538757324
4,1,22,0.06157088279724121
3,1,17,0.07489323616027832
4,1,4,0.07428908348083496
2,1,4,0.10901308059692383
3,1,22,0.11020278930664062
2,1,5,0.09769201278686523
4,1,5,0.11264801025390625
3,1,4,0.12203693389892578
3,1,5,0.13871192932128906
3,2,18,0.058647871017456055
2,2,18,0.06267094612121582
1,2,18,0.08239006996154785
4,2,18,0.08046793937683105
3,2,19,0.05227208137512207
2,2,19,0.05279111862182617
1,2,19,0.0731201171875
4,2,19,0.07412385940551758
2,2,1,0.050691843032836914
3,2,1,0.052670955657958984
4,2,1,0.12118005752563477
2,2,12,0.1325359344482422
3,2,12,0.13322782516479492
1,2,1,0.14660096168518066
4,2,12,0.07852482795715332
2,2,13,0.11824893951416016
1,2,12,0.11652183532714844
3,2,13,0.11899185180664062
4,2,13,0.15237808227539062
2,2,21,0.2563939094543457
4,2,21,0.1682419776916504
2,2,20,0.06400895118713379
4,2,20,0.06523871421813965
4,2,7,0.06343603134155273
2,2,7,0.0654599666595459
2,2,6,0.07566404342651367
4,2,6,0.1226801872253418
1,2,13,0.5142209529876709
3,2,21,0.5433309078216553
2,2,15,0.07970905303955078
4,2,15,0.07527017593383789
1,2,21,0.0727689266204834
2,2,14,0.0854489803314209
3,2,20,0.10578799247741699
4,2,14,0.06779289245605469
1,2,20,0.06846475601196289
2,2,9,0.08009505271911621
3,2,7,0.06407475471496582
4,2,9,0.059240102767944336
3,2,6,0.09512710571289062
2,2,8,0.13074111938476562
4,2,8,0.1275310516357422
1,2,7,0.22859883308410645
3,2,15,0.08998489379882812
4,2,11,0.05736708641052246
2,2,11,0.05837607383728027
1,2,6,0.05689382553100586
3,2,14,0.05923581123352051
2,2,10,0.0652611255645752
4,2,10,0.11926603317260742
1,2,15,0.08104896545410156
3,2,9,0.06607675552368164
2,2,3,0.06488299369812012
1,2,14,0.06882166862487793
4,2,3,0.07128691673278809
3,2,8,0.06559085845947266
2,2,2,0.08256268501281738
3,2,11,0.06660604476928711
1,2,9,0.06786680221557617
2,2,16,0.06339192390441895
4,2,2,0.10387301445007324
1,2,8,0.08869099617004395
2,2,17,0.0757131576538086
3,2,10,0.11642217636108398
4,2,16,0.10462617874145508
2,2,22,0.08272910118103027
1,2,11,0.08323097229003906
3,2,3,0.08266711235046387
4,2,17,0.06010293960571289
2,2,4,0.06255102157592773
1,2,10,0.08142805099487305
4,2,22,0.0689401626586914
3,2,2,0.09160709381103516
2,2,5,0.07525515556335449
1,2,3,0.057906150817871094
4,2,4,0.07948589324951172
3,2,16,0.07938790321350098
1,2,2,0.08318901062011719
4,2,5,0.10369634628295898
3,2,17,0.08120203018188477
1,2,16,0.07838988304138184
3,2,22,0.10379219055175781
1,2,17,0.08336091041564941
3,2,4,0.05428719520568848
1,2,22,0.054878950119018555
1,2,4,0.05925893783569336
3,2,5,0.059739112854003906
1,2,5,0.13759303092956543
4,3,18,0.05849599838256836
1,3,18,0.05943703651428223
3,3,18,0.11251688003540039
1,3,19,0.1653156280517578
3,3,19,0.15513134002685547
2,3,18,0.26785707473754883
4,3,19,0.24242711067199707
1,3,1,0.10205197334289551
2,3,19,0.060328006744384766
3,3,1,0.0607450008392334
