Run_Number,SQL_File,Run_Time
1,7,2.5654232501983643
2,7,1.9035799503326416
3,7,1.9578676223754883
4,7,1.7796692848205566
5,7,2.124903440475464
6,7,0.5831658840179443
1,8,2.593400239944458
2,8,0.6101791858673096
3,8,0.7259352207183838
4,8,0.6389365196228027
5,8,0.6300923824310303
6,8,0.5562455654144287
1,21,2.792914867401123
2,21,0.51108717918396
3,21,0.5237646102905273
4,21,0.5712149143218994
5,21,0.5188531875610352
6,21,0.5543839931488037
1,4,0.9675045013427734
2,4,0.5442044734954834
3,4,0.5790708065032959
4,4,0.5746636390686035
5,4,0.5721051692962646
6,4,0.6262912750244141
1,3,1.4704365730285645
2,3,0.8982892036437988
3,3,0.5597188472747803
4,3,0.6009335517883301
5,3,0.560518741607666
6,3,0.5264499187469482
1,15,1.4946084022521973
2,15,0.5674936771392822
3,15,0.6692893505096436
4,15,0.6286582946777344
5,15,0.5939087867736816
6,15,0.5924510955810547
1,16,0.5682728290557861
2,16,0.5996356010437012
3,16,0.548825740814209
4,16,0.6271111965179443
5,16,0.7947428226470947
6,16,0.5568954944610596
1,1,0.8259861469268799
2,1,0.5708584785461426
3,1,0.7445175647735596
4,1,0.49256443977355957
5,1,0.5665984153747559
6,1,0.5982732772827148
1,6,0.7402193546295166
2,6,0.4763305187225342
3,6,0.5796098709106445
4,6,0.5499105453491211
5,6,0.5637764930725098
6,6,0.7473189830780029
1,13,1.81488037109375
2,13,0.6033914089202881
3,13,0.5260465145111084
4,13,0.7222721576690674
5,13,0.47048020362854004
6,13,0.5025496482849121
1,17,2.33695387840271
2,17,0.534231424331665
3,17,0.4223518371582031
4,17,0.6202704906463623
5,17,0.6064844131469727
6,17,0.47539639472961426
1,2,0.5687737464904785
2,2,0.9192600250244141
3,2,0.5192608833312988
4,2,0.5441558361053467
5,2,0.6974489688873291
6,2,0.5383672714233398
1,18,2.9295763969421387
2,18,0.684175968170166
3,18,0.5261218547821045
4,18,0.46974921226501465
5,18,0.517542839050293
6,18,0.5668075084686279
1,11,0.7075333595275879
2,11,0.5274295806884766
3,11,0.5764901638031006
4,11,0.6429977416992188
5,11,0.579979658126831
6,11,0.4853837490081787
1,14,1.6220221519470215
2,14,0.46786046028137207
3,14,0.5984108448028564
4,14,0.5985970497131348
5,14,0.5426044464111328
6,14,0.547248125076294
1,22,2.7475264072418213
2,22,0.5971353054046631
3,22,0.4464302062988281
4,22,0.4770801067352295
5,22,0.4307405948638916
6,22,0.3630971908569336
1,9,5.208021402359009
2,9,0.5201568603515625
3,9,0.5789251327514648
4,9,0.49109816551208496
5,9,0.7116882801055908
6,9,0.5534405708312988
1,20,1.8772366046905518
2,20,0.6344912052154541
3,20,0.5059454441070557
4,20,0.5021584033966064
5,20,0.5503008365631104
6,20,0.49294495582580566
1,12,0.9158406257629395
2,12,0.5583772659301758
3,12,0.4658472537994385
4,12,0.47007083892822266
5,12,0.5031423568725586
6,12,0.5905811786651611
1,5,0.6183030605316162
2,5,0.5332448482513428
3,5,0.4171016216278076
4,5,0.656226396560669
5,5,0.628408670425415
6,5,0.9096481800079346
1,10,1.4989356994628906
2,10,0.4204983711242676
3,10,0.44675207138061523
4,10,0.45079779624938965
5,10,0.43352818489074707
6,10,0.4709467887878418
1,19,1.0418219566345215
2,19,0.491666316986084
3,19,0.5033698081970215
4,19,0.47058844566345215
5,19,0.5672316551208496
6,19,0.4701697826385498
