Run Number,file_number,Execution Time (seconds)
1,19,0.42209672927856445
1,17,0.2213740348815918
1,3,1.018850564956665
1,6,0.2675189971923828
1,21,1.3898823261260986
1,7,0.2817051410675049
1,12,0.18755173683166504
1,9,1.3634755611419678
1,8,0.4763193130493164
1,5,0.10722970962524414
1,2,1.3868598937988281
1,15,0.07862973213195801
1,22,0.4040703773498535
1,18,0.07586002349853516
1,11,0.2738940715789795
1,10,0.07039594650268555
1,4,0.06987643241882324
1,1,0.0683135986328125
1,14,0.08272290229797363
1,16,0.6989705562591553
1,20,0.19966530799865723
1,13,0.20391035079956055
2,19,0.0555262565612793
2,17,0.09595036506652832
2,3,0.05487322807312012
2,6,0.050237417221069336
2,21,0.05819535255432129
2,7,0.06002664566040039
2,12,0.05400848388671875
2,9,0.04948711395263672
2,8,0.080963134765625
2,5,0.058465003967285156
2,2,0.04954934120178223
2,15,0.053873300552368164
2,22,0.10732030868530273
2,18,0.07848644256591797
2,11,0.04570317268371582
2,10,0.05146980285644531
2,4,0.06853866577148438
2,1,0.0496058464050293
2,14,0.05315732955932617
2,16,0.06137228012084961
2,20,0.050811052322387695
2,13,0.05230998992919922
3,19,0.04641437530517578
3,17,0.06179523468017578
3,3,0.062192440032958984
3,6,0.060396432876586914
3,21,0.05961966514587402
3,7,0.07712841033935547
3,12,0.07018184661865234
3,9,0.06112360954284668
3,8,0.35037922859191895
3,5,0.0536189079284668
3,2,0.05725264549255371
3,15,0.1438601016998291
3,22,0.06746602058410645
3,18,0.2804090976715088
3,11,0.2852792739868164
3,10,0.15439105033874512
3,4,0.1921377182006836
3,1,0.20115089416503906
3,14,0.3205833435058594
3,16,0.26256537437438965
3,20,0.19211912155151367
3,13,1.2816359996795654
4,19,1.2545311450958252
4,17,0.03930473327636719
4,3,0.04723310470581055
4,6,0.3540031909942627
4,21,0.05337119102478027
4,7,0.045082807540893555
4,12,0.05451035499572754
4,9,0.05671238899230957
4,8,0.10185813903808594
4,5,1.735398769378662
4,2,0.12601256370544434
4,15,0.7310364246368408
4,22,0.12239503860473633
4,18,0.04283595085144043
4,11,0.7292654514312744
4,10,0.04532790184020996
4,4,0.18027138710021973
4,1,1.150341510772705
4,14,0.04300284385681152
4,16,0.04873991012573242
4,20,0.12295699119567871
4,13,0.685272216796875
5,19,0.047455787658691406
5,17,0.046205997467041016
5,3,0.053360939025878906
5,6,2.0798163414001465
5,21,4.320612192153931
5,7,0.05351710319519043
5,12,1.5706453323364258
5,9,1.8325369358062744
5,8,0.05359768867492676
5,5,1.8444664478302002
5,2,2.7323122024536133
5,15,0.05279064178466797
5,22,0.044628143310546875
5,18,0.045638322830200195
5,11,0.04781150817871094
5,10,0.0494842529296875
5,4,1.1979448795318604
5,1,1.260349988937378
5,14,0.06272268295288086
5,16,0.04912424087524414
5,20,1.8972079753875732
5,13,0.06061100959777832
6,19,0.21297645568847656
6,17,0.04776167869567871
6,3,1.3366925716400146
6,6,0.04436850547790527
6,21,1.2001395225524902
6,7,0.048484086990356445
6,12,3.4267773628234863
6,9,0.05125689506530762
6,8,0.24536347389221191
6,5,0.12821197509765625
6,2,0.10558080673217773
6,15,0.06828045845031738
6,22,0.06841850280761719
6,18,0.04537177085876465
6,11,0.19309735298156738
6,10,0.25554633140563965
6,4,0.06194615364074707
6,1,0.06079578399658203
6,14,0.08403372764587402
6,16,0.09581160545349121
6,20,0.09674334526062012
6,13,0.0867152214050293
