Run Number,file_number,Execution Time (seconds)
1,18,0.5642399787902832
1,19,0.689384937286377
1,1,0.08610105514526367
1,12,0.17586517333984375
1,13,0.6562201976776123
1,21,0.5108721256256104
1,20,0.8177928924560547
1,7,0.08629608154296875
1,6,0.09524011611938477
1,15,0.20171189308166504
1,14,0.09484195709228516
1,9,0.33606886863708496
1,8,0.21570277214050293
1,11,0.4977579116821289
1,10,0.08746480941772461
1,3,0.09140610694885254
1,2,1.0504980087280273
1,16,0.3058171272277832
1,17,0.08495807647705078
1,22,0.3201019763946533
1,4,0.08082103729248047
1,5,0.08999204635620117
2,18,0.05656003952026367
2,19,0.05521512031555176
2,1,0.05319786071777344
2,12,0.06025409698486328
2,13,0.055139780044555664
2,21,0.05433011054992676
2,20,0.053865909576416016
2,7,0.056783199310302734
2,6,0.047473907470703125
2,15,0.05455303192138672
2,14,0.05079007148742676
2,9,0.055685997009277344
2,8,0.06238698959350586
2,11,0.0556638240814209
2,10,0.05413103103637695
2,3,0.05130195617675781
2,2,0.06864213943481445
2,16,0.057169198989868164
2,17,0.05277395248413086
2,22,0.05232810974121094
2,4,0.05452322959899902
2,5,0.060597896575927734
3,18,0.051522016525268555
3,19,0.05171012878417969
3,1,0.04997897148132324
3,12,0.04810333251953125
3,13,0.08589887619018555
3,21,0.060244083404541016
3,20,0.05322694778442383
3,7,0.24517583847045898
3,6,0.05319094657897949
3,15,0.07224917411804199
3,14,0.06020307540893555
3,9,0.04940009117126465
3,8,0.055280208587646484
3,11,0.06350898742675781
3,10,0.05516409873962402
3,3,0.0685281753540039
3,2,0.06347799301147461
3,16,0.0716390609741211
3,17,0.06633901596069336
3,22,0.052519798278808594
3,4,0.10616874694824219
3,5,0.0954890251159668
4,18,0.07055783271789551
4,19,0.08985495567321777
4,1,0.05599689483642578
4,12,0.06307411193847656
4,13,0.05019116401672363
4,21,0.06043124198913574
4,20,0.05298805236816406
4,7,0.058920860290527344
4,6,0.06590604782104492
4,15,0.07023191452026367
4,14,0.055055856704711914
4,9,0.050698041915893555
4,8,0.06034278869628906
4,11,0.0581052303314209
4,10,0.06189703941345215
4,3,0.05349397659301758
4,2,0.06303215026855469
4,16,0.09050488471984863
4,17,0.052478790283203125
4,22,0.05070304870605469
4,4,0.0782318115234375
4,5,0.05905485153198242
5,18,0.06333208084106445
5,19,0.06069803237915039
5,1,0.05729198455810547
5,12,0.053476810455322266
5,13,0.05831503868103027
5,21,0.05814027786254883
5,20,0.055101871490478516
5,7,0.06453418731689453
5,6,0.055445194244384766
5,15,0.06067681312561035
5,14,0.10672998428344727
5,9,0.061921119689941406
5,8,0.06087303161621094
5,11,0.06333518028259277
5,10,0.07202315330505371
5,3,0.059870004653930664
5,2,0.07876992225646973
5,16,0.2781398296356201
5,17,0.0543370246887207
5,22,0.05529499053955078
5,4,0.054085731506347656
5,5,0.061480045318603516
6,18,0.055119991302490234
6,19,0.05848097801208496
6,1,0.06280803680419922
6,12,0.05788278579711914
6,13,0.052256107330322266
6,21,0.06075167655944824
6,20,0.060175180435180664
6,7,0.05844473838806152
6,6,0.059352874755859375
6,15,0.050920963287353516
6,14,0.06067299842834473
6,9,0.06630706787109375
6,8,0.059391021728515625
6,11,0.05347585678100586
6,10,0.055722951889038086
6,3,0.05035996437072754
6,2,0.07478618621826172
6,16,0.07134175300598145
6,17,0.05887103080749512
6,22,0.05219411849975586
6,4,0.08960986137390137
6,5,0.05647015571594238
