Run Number,file_number,Execution Time (seconds)
1,18,1.5282907485961914
1,19,1.1267399787902832
1,1,0.3858790397644043
1,12,0.6575560569763184
1,13,1.1060268878936768
1,21,1.2307140827178955
1,20,1.1683599948883057
1,7,0.7107930183410645
1,6,0.09006810188293457
1,15,0.7008302211761475
1,14,0.3451418876647949
1,9,1.2660717964172363
1,8,2.3215150833129883
1,11,0.32469701766967773
1,10,2.1153321266174316
1,3,1.3118138313293457
1,2,1.3274791240692139
1,16,0.7260868549346924
1,17,0.6011781692504883
1,22,0.24669170379638672
1,4,0.24942612648010254
1,5,0.48095202445983887
2,18,0.08766698837280273
2,19,0.5316529273986816
2,1,0.05891895294189453
2,12,0.06873798370361328
2,13,0.07105183601379395
2,21,0.0699009895324707
2,20,0.0820000171661377
2,7,0.0662539005279541
2,6,0.05917215347290039
2,15,0.07877397537231445
2,14,0.07078123092651367
2,9,0.058699846267700195
2,8,0.07519412040710449
2,11,0.06446123123168945
2,10,0.08061504364013672
2,3,0.06911611557006836
2,2,0.08157730102539062
2,16,0.07663583755493164
2,17,0.07023501396179199
2,22,0.08064413070678711
2,4,0.08972430229187012
2,5,0.09953689575195312
3,18,0.07052183151245117
3,19,0.06815791130065918
3,1,0.07361292839050293
3,12,0.05563521385192871
3,13,0.08168506622314453
3,21,0.07838010787963867
3,20,0.06606578826904297
3,7,0.07623481750488281
3,6,0.057173728942871094
3,15,0.08217215538024902
3,14,0.06598210334777832
3,9,0.06971216201782227
3,8,0.08159327507019043
3,11,0.05761289596557617
3,10,0.07019519805908203
3,3,0.06293606758117676
3,2,0.08560991287231445
3,16,0.07320499420166016
3,17,0.0581517219543457
3,22,0.08559918403625488
3,4,0.18499302864074707
3,5,0.060440778732299805
4,18,0.06738018989562988
4,19,0.07292699813842773
4,1,0.07804107666015625
4,12,0.06395101547241211
4,13,0.07582283020019531
4,21,0.05893397331237793
4,20,0.08149123191833496
4,7,0.06754112243652344
4,6,0.07066607475280762
4,15,0.06864261627197266
4,14,0.07090592384338379
4,9,0.06802010536193848
4,8,0.06077408790588379
4,11,0.06829595565795898
4,10,0.06806516647338867
4,3,0.13222789764404297
4,2,0.09792208671569824
4,16,0.16269898414611816
4,17,0.2477869987487793
4,22,0.07260608673095703
4,4,0.06938791275024414
4,5,0.0700070858001709
5,18,0.06905603408813477
5,19,0.07731795310974121
5,1,0.05927896499633789
5,12,0.07172393798828125
5,13,0.06821703910827637
5,21,0.06959724426269531
5,20,0.09225797653198242
5,7,0.06798887252807617
5,6,0.06877589225769043
5,15,0.06158113479614258
5,14,0.09654879570007324
5,9,0.06015586853027344
5,8,0.059435129165649414
5,11,0.049612998962402344
5,10,0.05857682228088379
5,3,0.07168197631835938
5,2,0.08006763458251953
5,16,0.05562400817871094
5,17,0.05562710762023926
5,22,0.05978894233703613
5,4,0.06014895439147949
5,5,0.05907869338989258
6,18,0.05905508995056152
6,19,0.06048107147216797
6,1,0.059648990631103516
6,12,0.06070995330810547
6,13,0.06818914413452148
6,21,0.060816049575805664
6,20,0.06860113143920898
6,7,0.05944085121154785
6,6,0.061122894287109375
6,15,0.05798816680908203
6,14,0.061689138412475586
6,9,0.05832481384277344
6,8,0.06066393852233887
6,11,0.05910992622375488
6,10,0.06912088394165039
6,3,0.06018781661987305
6,2,0.07011985778808594
6,16,0.06930303573608398
6,17,0.06896805763244629
6,22,0.06080007553100586
6,4,0.058126211166381836
6,5,0.07137203216552734
