Run Number,file_number,Execution Time (seconds)
1,19,0.464982271194458
1,17,0.5969371795654297
1,3,0.6045169830322266
1,6,0.08633780479431152
1,21,0.8138561248779297
1,7,0.5149757862091064
1,12,0.42057180404663086
1,9,0.8621230125427246
1,8,0.7114906311035156
1,5,0.647066593170166
1,2,0.20471763610839844
1,15,0.33620524406433105
1,22,0.309154748916626
1,18,1.1396188735961914
1,11,0.12671899795532227
1,10,0.5868792533874512
1,4,0.4164774417877197
1,1,0.3297092914581299
1,14,0.2570767402648926
1,16,0.21332025527954102
1,20,0.47979283332824707
1,13,0.6192924976348877
2,19,0.11322021484375
2,17,0.1278069019317627
2,3,0.1261582374572754
2,6,0.09379744529724121
2,21,0.08968162536621094
2,7,0.13504338264465332
2,12,0.10681748390197754
2,9,0.1080787181854248
2,8,0.12373542785644531
2,5,0.1105036735534668
2,2,0.24243736267089844
2,15,0.09507894515991211
2,22,0.10901641845703125
2,18,0.18846344947814941
2,11,0.10779428482055664
2,10,0.13499212265014648
2,4,0.08026576042175293
2,1,0.09248995780944824
2,14,0.06234288215637207
2,16,0.2697131633758545
2,20,0.11507081985473633
2,13,0.07969188690185547
3,19,0.12566161155700684
3,17,0.1533832550048828
3,3,0.11433029174804688
3,6,0.11369180679321289
3,21,0.11908817291259766
3,7,0.11423325538635254
3,12,0.19879841804504395
3,9,0.1020510196685791
3,8,0.13092827796936035
3,5,0.08556246757507324
3,2,0.17087626457214355
3,15,0.11305665969848633
3,22,0.12830281257629395
3,18,0.22211861610412598
3,11,0.15641283988952637
3,10,0.17772483825683594
3,4,0.1565086841583252
3,1,0.09670162200927734
3,14,0.12987923622131348
3,16,0.20120787620544434
3,20,0.1572246551513672
3,13,0.07728695869445801
4,19,0.10851716995239258
4,17,0.10062193870544434
4,3,0.08964180946350098
4,6,0.07050180435180664
4,21,0.09608745574951172
4,7,0.07468962669372559
4,12,0.08216023445129395
4,9,0.09243226051330566
4,8,0.13779735565185547
4,5,0.11586165428161621
4,2,0.17282795906066895
4,15,0.13932538032531738
4,22,0.08502674102783203
4,18,0.1273813247680664
4,11,0.07694411277770996
4,10,0.13041138648986816
4,4,0.0669090747833252
4,1,0.06526660919189453
4,14,0.09530043601989746
4,16,0.18392610549926758
4,20,0.09124445915222168
4,13,0.0938413143157959
5,19,0.06302690505981445
5,17,0.08446669578552246
5,3,0.11705231666564941
5,6,0.17482757568359375
5,21,0.10346603393554688
5,7,0.11154770851135254
5,12,0.1227419376373291
5,9,0.07937026023864746
5,8,0.059721946716308594
5,5,0.10945558547973633
5,2,0.24441862106323242
5,15,0.13467979431152344
5,22,0.20860028266906738
5,18,0.15807843208312988
5,11,0.08250641822814941
5,10,0.14224934577941895
5,4,0.08641481399536133
5,1,0.08117318153381348
5,14,0.06378006935119629
5,16,0.14912700653076172
5,20,0.11528944969177246
5,13,0.10172271728515625
6,19,0.11954832077026367
6,17,0.12470602989196777
6,3,0.20560884475708008
6,6,0.11676383018493652
6,21,0.1016550064086914
6,7,0.1370241641998291
6,12,0.0760812759399414
6,9,0.12813401222229004
6,8,0.0663137435913086
6,5,0.12811899185180664
6,2,0.17973804473876953
6,15,0.10372471809387207
6,22,0.13425016403198242
6,18,0.2126750946044922
6,11,0.11510562896728516
6,10,0.19155383110046387
6,4,0.09232449531555176
6,1,0.10599803924560547
6,14,0.1041879653930664
6,16,0.3680577278137207
6,20,0.22340106964111328
6,13,0.10157179832458496
