User_Id,Run_Number,SQL_File,Run_Time
1,1,7,3.284741163253784
1,2,7,0.3960306644439697
2,1,7,3.756349563598633
1,3,7,0.3643350601196289
2,2,7,0.40012621879577637
1,4,7,0.3494100570678711
2,3,7,0.48177313804626465
1,5,7,0.4417726993560791
2,4,7,0.39999985694885254
1,6,7,1.3531553745269775
2,5,7,1.4438116550445557
1,1,8,0.9709947109222412
2,6,7,1.3453686237335205
1,2,8,0.9538240432739258
2,1,8,0.3892524242401123
1,3,8,0.3528006076812744
2,2,8,1.3165605068206787
1,4,8,1.1415600776672363
2,3,8,0.40964174270629883
1,5,8,0.42944836616516113
2,4,8,0.4579629898071289
1,6,8,1.1246287822723389
2,5,8,1.0442731380462646
2,6,8,0.4885377883911133
1,1,21,2.109356641769409
1,2,21,0.38193321228027344
1,3,21,0.40448832511901855
2,1,21,2.3353238105773926
1,4,21,0.3885507583618164
2,2,21,0.3498525619506836
1,5,21,0.48150157928466797
2,3,21,0.46158504486083984
1,6,21,0.5146980285644531
2,4,21,0.3901488780975342
2,5,21,0.3821372985839844
2,6,21,0.44861268997192383
1,1,4,0.8824951648712158
2,1,4,0.3799445629119873
1,2,4,0.3649444580078125
2,2,4,0.32785487174987793
1,3,4,0.4062538146972656
2,3,4,0.32329297065734863
1,4,4,0.37984204292297363
2,4,4,0.4353299140930176
1,5,4,0.36849260330200195
2,5,4,0.34285902976989746
1,6,4,0.39345884323120117
2,6,4,0.4302237033843994
1,1,3,0.9543864727020264
2,1,3,0.893690824508667
1,2,3,0.4962484836578369
2,2,3,0.3872706890106201
1,3,3,0.3249037265777588
2,3,3,0.3470115661621094
1,4,3,0.435513973236084
2,4,3,0.39806246757507324
1,5,3,0.44738292694091797
2,5,3,0.42565011978149414
1,6,3,0.40666651725769043
2,6,3,0.4345827102661133
1,1,15,1.016986608505249
2,1,15,0.9090089797973633
2,2,15,0.34952497482299805
1,2,15,0.5398378372192383
2,3,15,0.4623684883117676
1,3,15,0.37179088592529297
2,4,15,0.34392476081848145
1,4,15,0.4609665870666504
2,5,15,0.4474167823791504
1,5,15,0.4188683032989502
2,6,15,0.37722086906433105
1,6,15,0.3532295227050781
1,1,16,0.3433995246887207
2,1,16,0.7620060443878174
1,2,16,0.3794376850128174
2,2,16,0.35971999168395996
1,3,16,0.3664870262145996
2,3,16,0.34910082817077637
1,4,16,0.3342893123626709
2,4,16,0.3583958148956299
1,5,16,0.4136030673980713
2,5,16,0.45415592193603516
1,6,16,0.43925023078918457
2,6,16,0.417633056640625
1,1,1,0.8697047233581543
2,1,1,0.839780330657959
1,2,1,0.41800737380981445
2,2,1,0.31508874893188477
1,3,1,0.38935399055480957
2,3,1,0.37642788887023926
1,4,1,0.4412987232208252
2,4,1,0.4784870147705078
1,5,1,0.4399735927581787
2,5,1,0.4052548408508301
1,6,1,0.380962610244751
2,6,1,0.34659576416015625
1,1,6,0.5744149684906006
2,1,6,0.5329279899597168
1,2,6,0.33359432220458984
2,2,6,0.359602689743042
1,3,6,0.3288443088531494
2,3,6,0.46048951148986816
1,4,6,0.41466856002807617
2,4,6,0.3934440612792969
1,5,6,0.3761320114135742
2,5,6,0.3448805809020996
1,6,6,0.34816527366638184
2,6,6,0.503382682800293
1,1,13,1.8750548362731934
2,1,13,1.7682476043701172
1,2,13,0.359050989151001
2,2,13,0.3992178440093994
1,3,13,0.39229774475097656
2,3,13,0.38480329513549805
1,4,13,0.36666250228881836
2,4,13,0.331559419631958
1,5,13,0.41877007484436035
2,5,13,0.4126887321472168
1,6,13,0.3873257637023926
2,6,13,0.33078598976135254
1,1,17,1.3554425239562988
2,1,17,1.358232021331787
1,2,17,0.3231067657470703
2,2,17,0.3619053363800049
1,3,17,0.3027641773223877
2,3,17,0.41042137145996094
1,4,17,0.35799288749694824
2,4,17,0.3955724239349365
1,5,17,0.36513781547546387
2,5,17,0.33144283294677734
1,6,17,0.4489579200744629
2,6,17,0.3277158737182617
1,1,2,0.4135398864746094
2,1,2,0.37189602851867676
1,2,2,0.4137887954711914
2,2,2,0.4273042678833008
1,3,2,0.38707733154296875
2,3,2,0.40851593017578125
2,4,2,0.35366368293762207
1,4,2,0.564699649810791
2,5,2,0.3653848171234131
1,5,2,0.5348999500274658
2,6,2,0.37384891510009766
1,6,2,0.40561556816101074
2,1,18,2.3950390815734863
1,1,18,2.302359104156494
2,2,18,0.41089844703674316
1,2,18,0.44307446479797363
2,3,18,0.4049715995788574
1,3,18,0.39225316047668457
2,4,18,0.3664083480834961
1,4,18,0.33331751823425293
2,5,18,0.33503293991088867
1,5,18,0.35054492950439453
2,6,18,0.4296424388885498
1,6,18,0.3814103603363037
2,1,11,0.43514251708984375
1,1,11,0.3876781463623047
2,2,11,0.3951280117034912
1,2,11,0.5131735801696777
2,3,11,0.5060675144195557
1,3,11,0.5168979167938232
2,4,11,0.49056386947631836
1,4,11,0.4428997039794922
2,5,11,0.4465641975402832
1,5,11,0.48469018936157227
2,6,11,0.39894556999206543
1,6,11,0.3918628692626953
2,1,14,0.9727036952972412
1,1,14,0.8384964466094971
2,2,14,0.33100032806396484
1,2,14,0.3334777355194092
2,3,14,0.32808852195739746
1,3,14,0.35847902297973633
2,4,14,0.37270379066467285
1,4,14,0.3625664710998535
2,5,14,0.3362267017364502
1,5,14,0.34082698822021484
2,6,14,0.35372090339660645
1,6,14,0.35532164573669434
1,1,22,0.8890655040740967
2,1,22,0.9534258842468262
1,2,22,0.36552977561950684
2,2,22,0.371718168258667
1,3,22,0.3434741497039795
2,3,22,0.35366106033325195
2,4,22,0.37407684326171875
1,4,22,0.3995323181152344
1,5,22,0.3721165657043457
2,5,22,0.45550990104675293
1,6,22,0.45505404472351074
2,6,22,0.514977216720581
2,1,9,2.0917136669158936
2,2,9,0.48355793952941895
2,3,9,0.4141693115234375
1,1,9,3.336881637573242
2,4,9,0.3799116611480713
1,2,9,0.4659581184387207
2,5,9,0.49332332611083984
1,3,9,0.5067226886749268
2,6,9,0.47921085357666016
1,4,9,0.4545023441314697
1,5,9,0.5388367176055908
2,1,20,1.231011152267456
1,6,9,0.568873405456543
2,2,20,0.46359872817993164
1,1,20,0.368715763092041
1,2,20,0.41231250762939453
2,3,20,0.488178014755249
2,4,20,0.3651010990142822
1,3,20,0.38400745391845703
1,4,20,0.41136908531188965
2,5,20,0.4304649829864502
1,5,20,0.401317834854126
2,6,20,0.40305590629577637
1,6,20,0.43479156494140625
2,1,12,0.6886012554168701
1,1,12,0.3745112419128418
2,2,12,0.37845897674560547
1,2,12,0.3715522289276123
2,3,12,0.33586549758911133
1,3,12,0.3533046245574951
2,4,12,0.44446706771850586
1,4,12,0.38259315490722656
2,5,12,0.352569580078125
1,5,12,0.3889622688293457
2,6,12,0.46187472343444824
1,6,12,0.4204978942871094
2,1,5,65.0694727897644
