Run_Number,SQL_File,Run_Time
1,21,3.014198064804077
2,21,0.5494260787963867
3,21,0.6379690170288086
4,21,0.4690709114074707
5,21,0.45789194107055664
6,21,0.5504112243652344
1,20,2.209567070007324
2,20,0.5583891868591309
3,20,0.44786787033081055
4,20,0.5373551845550537
5,20,0.6435120105743408
6,20,0.6062378883361816
1,22,1.7307240962982178
2,22,0.46726417541503906
3,22,0.448854923248291
4,22,0.47573018074035645
5,22,0.5028009414672852
6,22,0.5086441040039062
1,18,4.165785074234009
2,18,0.5752599239349365
3,18,0.46843814849853516
4,18,0.4076991081237793
5,18,0.5066649913787842
6,18,0.5099411010742188
1,19,0.8675546646118164
2,19,0.5580830574035645
3,19,0.5060129165649414
4,19,0.40142393112182617
5,19,0.5376081466674805
6,19,0.4492011070251465
1,4,1.1082689762115479
2,4,0.41724109649658203
3,4,0.44132089614868164
4,4,0.38943004608154297
5,4,0.4062347412109375
6,4,0.4107959270477295
1,5,0.49454784393310547
2,5,0.470426082611084
3,5,0.45607876777648926
4,5,0.5694010257720947
5,5,0.6193883419036865
6,5,0.44855499267578125
1,7,3.4772698879241943
2,7,0.5401101112365723
3,7,0.5364086627960205
4,7,0.5083308219909668
5,7,0.688093900680542
6,7,0.4192509651184082
1,6,0.9142799377441406
2,6,0.3848261833190918
3,6,0.64870285987854
4,6,0.4087069034576416
5,6,0.5471739768981934
6,6,0.40880608558654785
1,2,1.7298190593719482
2,2,0.5999660491943359
3,2,0.4662160873413086
4,2,0.7387881278991699
5,2,0.5096461772918701
6,2,0.4687380790710449
1,3,1.9695439338684082
2,3,0.5971817970275879
3,3,0.3905918598175049
4,3,0.7079222202301025
5,3,0.45871496200561523
6,3,0.45194482803344727
1,1,2.097140073776245
2,1,0.4730696678161621
3,1,0.3834249973297119
4,1,0.4238581657409668
5,1,0.4927799701690674
6,1,0.41059088706970215
1,8,2.309650182723999
2,8,0.5473470687866211
3,8,0.557866096496582
4,8,0.8637421131134033
5,8,0.6257669925689697
6,8,0.5086910724639893
1,9,3.9602878093719482
2,9,0.5573976039886475
3,9,0.7221188545227051
4,9,0.5068371295928955
5,9,0.46854615211486816
6,9,0.4991729259490967
1,14,3.378150224685669
2,14,0.548551082611084
3,14,0.5091099739074707
4,14,0.45996904373168945
5,14,0.4621717929840088
6,14,0.5259337425231934
1,15,1.5190560817718506
2,15,0.45233583450317383
3,15,0.5658140182495117
4,15,0.5110940933227539
5,15,0.5204720497131348
6,15,0.43596410751342773
1,17,1.5842881202697754
2,17,0.5236449241638184
3,17,0.5300378799438477
4,17,0.5184550285339355
5,17,0.4598569869995117
6,17,0.43958282470703125
1,16,0.9089679718017578
2,16,0.518648624420166
3,16,0.39882922172546387
4,16,0.429166316986084
5,16,0.4824807643890381
6,16,0.5467469692230225
1,12,1.1187188625335693
2,12,0.49898481369018555
3,12,0.5200221538543701
4,12,0.6093089580535889
5,12,0.5386590957641602
6,12,0.5895962715148926
1,13,2.8792200088500977
2,13,0.3567056655883789
3,13,0.4403388500213623
4,13,0.41001272201538086
5,13,0.3869969844818115
6,13,0.4200592041015625
1,11,1.280592918395996
2,11,0.5877459049224854
3,11,0.6893949508666992
4,11,0.4990510940551758
5,11,0.7096476554870605
6,11,0.6373100280761719
1,10,1.6558079719543457
2,10,0.48340582847595215
3,10,0.40916991233825684
4,10,0.5292220115661621
5,10,0.5394718647003174
6,10,0.5888679027557373
