User_Id,Run_Number,SQL_File,Run_Time
2,1,7,5.451578617095947
1,1,7,5.5146143436431885
2,2,7,2.608001947402954
1,2,7,2.927992820739746
1,3,7,1.5377283096313477
1,4,7,0.46518778800964355
2,3,7,2.677896022796631
1,5,7,2.8632054328918457
2,4,7,2.870736837387085
1,6,7,0.3531363010406494
2,5,7,0.3991231918334961
2,6,7,0.4422931671142578
1,1,8,1.5057930946350098
1,2,8,0.46996212005615234
1,3,8,0.44147610664367676
2,1,8,1.9508552551269531
1,4,8,0.44947147369384766
2,2,8,0.42154574394226074
1,5,8,0.42327046394348145
2,3,8,0.40389132499694824
1,6,8,0.4465048313140869
2,4,8,0.5589730739593506
2,5,8,0.39766502380371094
2,6,8,0.45635247230529785
1,1,21,2.6457571983337402
1,2,21,0.36425042152404785
1,3,21,0.4398000240325928
1,4,21,0.3728299140930176
2,1,21,2.6478776931762695
1,5,21,0.40306901931762695
2,2,21,0.3586559295654297
2,3,21,0.363539457321167
1,6,21,0.3953380584716797
2,4,21,0.32833099365234375
2,5,21,0.4281430244445801
1,1,4,0.9075992107391357
2,6,21,0.3910794258117676
1,2,4,0.44870662689208984
2,1,4,0.45013999938964844
1,3,4,0.37959861755371094
2,2,4,0.33753252029418945
1,4,4,0.4077572822570801
2,3,4,0.42568540573120117
1,5,4,0.377901554107666
2,4,4,0.36989331245422363
1,6,4,0.3427610397338867
2,5,4,0.5326638221740723
2,6,4,0.38217735290527344
1,1,3,1.1284663677215576
1,2,3,0.47795891761779785
2,1,3,0.9607276916503906
1,3,3,0.39554452896118164
2,2,3,0.45069456100463867
1,4,3,0.4243965148925781
2,3,3,0.4362833499908447
1,5,3,0.3619816303253174
2,4,3,0.41707277297973633
1,6,3,0.48012256622314453
2,5,3,0.4683713912963867
2,6,3,0.6236181259155273
1,1,15,0.945805549621582
2,1,15,0.30741119384765625
1,2,15,0.4207751750946045
2,2,15,0.37972450256347656
1,3,15,0.3827097415924072
2,3,15,0.4188840389251709
1,4,15,0.4464700222015381
2,4,15,0.3888721466064453
1,5,15,0.3833949565887451
2,5,15,0.43885231018066406
1,6,15,0.45627498626708984
2,6,15,0.38333678245544434
2,1,16,0.9025371074676514
1,1,16,1.0918669700622559
2,2,16,0.5055983066558838
1,2,16,0.5131943225860596
2,3,16,0.3892996311187744
1,3,16,0.3454625606536865
1,4,16,0.3301365375518799
2,4,16,0.48421454429626465
1,5,16,0.33841800689697266
2,5,16,0.4396488666534424
1,6,16,0.3677699565887451
2,6,16,0.34793639183044434
1,1,1,0.851313591003418
2,1,1,0.9094254970550537
1,2,1,0.3319973945617676
