Run Number,file_number,Execution Time (seconds)
1,18,2.2492029666900635
1,19,1.0697741508483887
1,1,0.43860483169555664
1,12,0.880368709564209
1,13,1.1003429889678955
1,21,1.3268942832946777
1,20,1.3331022262573242
1,7,0.8172547817230225
1,6,0.08979582786560059
1,15,0.5199728012084961
1,14,0.4073829650878906
1,9,1.1312236785888672
1,8,1.1299870014190674
1,11,0.39961695671081543
1,10,0.7890949249267578
1,3,0.3725090026855469
1,2,1.2041070461273193
1,16,0.5109238624572754
1,17,0.5005838871002197
1,22,0.4098529815673828
1,4,0.40781617164611816
1,5,0.611732006072998
2,18,0.05924201011657715
2,19,0.05935978889465332
2,1,0.08176398277282715
2,12,0.05748581886291504
2,13,0.059890031814575195
2,21,0.07995104789733887
2,20,0.06904911994934082
2,7,0.060880184173583984
2,6,0.0595090389251709
2,15,0.06294608116149902
2,14,0.05591106414794922
2,9,0.07984089851379395
2,8,0.06284713745117188
2,11,0.057585954666137695
2,10,0.07413411140441895
2,3,0.06324005126953125
2,2,0.13109207153320312
2,16,0.1297767162322998
2,17,0.05898904800415039
2,22,0.06331920623779297
2,4,0.0662996768951416
2,5,0.0695791244506836
3,18,0.06101512908935547
3,19,0.0579380989074707
3,1,0.4711949825286865
3,12,0.057175636291503906
3,13,0.05146193504333496
3,21,0.07098817825317383
3,20,0.05861711502075195
3,7,0.06976819038391113
3,6,0.05917716026306152
3,15,0.061079978942871094
3,14,0.058279991149902344
3,9,0.06024599075317383
3,8,0.0606536865234375
3,11,0.059548139572143555
3,10,0.07317280769348145
3,3,0.05528593063354492
3,2,0.13141107559204102
3,16,0.12378215789794922
3,17,0.053542137145996094
3,22,0.05973076820373535
3,4,0.050013065338134766
3,5,0.12882781028747559
4,18,0.06038403511047363
4,19,0.1489567756652832
4,1,0.06058382987976074
4,12,0.06978511810302734
4,13,0.05909895896911621
4,21,0.06897091865539551
4,20,0.07143211364746094
4,7,0.05917191505432129
4,6,0.06956696510314941
4,15,0.0599980354309082
4,14,0.05890488624572754
4,9,0.06229972839355469
4,8,0.09683585166931152
4,11,0.06316900253295898
4,10,0.08755993843078613
4,3,0.06021904945373535
4,2,0.12031316757202148
4,16,0.12973618507385254
4,17,0.05790519714355469
4,22,0.06410598754882812
4,4,0.055212974548339844
4,5,0.05974602699279785
5,18,0.06384801864624023
5,19,0.06543588638305664
5,1,0.051347970962524414
5,12,0.057916879653930664
5,13,0.06083416938781738
5,21,0.18020987510681152
5,20,0.06141996383666992
5,7,0.06786990165710449
5,6,0.048754215240478516
5,15,0.06142377853393555
5,14,0.1266930103302002
5,9,0.062274932861328125
5,8,0.08711409568786621
5,11,0.07002902030944824
5,10,0.29314303398132324
5,3,0.06753206253051758
5,2,0.12031102180480957
5,16,0.1283130645751953
5,17,0.06976723670959473
5,22,0.05966591835021973
5,4,0.07042789459228516
5,5,0.05901694297790527
6,18,0.060658931732177734
6,19,0.06715989112854004
6,1,0.061020851135253906
6,12,0.06056499481201172
6,13,0.06084084510803223
6,21,0.06799077987670898
6,20,0.06375598907470703
6,7,0.06714200973510742
6,6,0.057598114013671875
6,15,0.0712132453918457
6,14,0.05807781219482422
6,9,0.07493782043457031
6,8,0.053926944732666016
6,11,0.06095695495605469
6,10,0.07156920433044434
6,3,0.05737495422363281
6,2,0.13176298141479492
6,16,0.11919903755187988
6,17,0.057231903076171875
6,22,0.061170339584350586
6,4,0.06260490417480469
6,5,0.05647706985473633
