Run_Number,SQL_File,Run_Time
1,21,4.166440963745117
2,21,0.8998510837554932
3,21,0.5368800163269043
4,21,0.5024292469024658
5,21,0.5635089874267578
6,21,0.657703161239624
1,20,2.2031631469726562
2,20,0.6166520118713379
3,20,0.48789405822753906
4,20,0.5298511981964111
5,20,0.5285050868988037
6,20,0.5200560092926025
1,22,1.9898171424865723
2,22,0.4169919490814209
3,22,0.39931392669677734
4,22,0.41898393630981445
5,22,0.420881986618042
6,22,0.5404179096221924
1,18,3.2375621795654297
2,18,0.41916966438293457
3,18,0.49880409240722656
4,18,0.4481790065765381
5,18,0.5101702213287354
6,18,0.5188679695129395
1,19,0.8176648616790771
2,19,0.5697729587554932
3,19,0.45037412643432617
4,19,0.7082629203796387
5,19,0.4645071029663086
6,19,0.5435168743133545
1,4,1.7199761867523193
2,4,0.6304299831390381
3,4,0.6187870502471924
4,4,0.5070569515228271
5,4,0.4998159408569336
6,4,0.47957873344421387
1,5,0.5494568347930908
2,5,0.5381679534912109
3,5,0.5891058444976807
4,5,0.6986641883850098
5,5,0.5500268936157227
6,5,0.5690898895263672
1,7,4.370218992233276
2,7,0.5571630001068115
3,7,0.6496090888977051
4,7,0.5617709159851074
5,7,0.6965880393981934
6,7,0.5626621246337891
1,6,0.9268758296966553
2,6,0.477571964263916
3,6,0.5198588371276855
4,6,0.4986381530761719
5,6,0.4789247512817383
6,6,0.4582967758178711
1,2,2.4316442012786865
2,2,0.5372769832611084
3,2,0.5427591800689697
4,2,0.6864099502563477
5,2,0.48876214027404785
6,2,0.5297799110412598
1,3,2.0218358039855957
2,3,0.6660878658294678
3,3,0.7899117469787598
4,3,0.5705780982971191
5,3,0.5675811767578125
6,3,0.5883491039276123
1,1,2.2128303050994873
2,1,0.4060978889465332
3,1,0.5896179676055908
4,1,0.5130012035369873
5,1,0.4849050045013428
6,1,0.3991670608520508
1,8,2.460541009902954
2,8,0.7274398803710938
3,8,0.7574551105499268
4,8,0.5198171138763428
5,8,0.5607788562774658
6,8,0.5493776798248291
1,9,4.954238176345825
2,9,0.522895336151123
3,9,0.519660234451294
4,9,0.4692561626434326
5,9,0.648078203201294
6,9,0.519402027130127
1,14,1.9293758869171143
2,14,0.5291199684143066
3,14,0.43885016441345215
4,14,0.44947290420532227
5,14,0.4388570785522461
6,14,0.4986727237701416
1,15,1.9163658618927002
2,15,0.44400811195373535
3,15,0.521751880645752
4,15,0.5130586624145508
5,15,0.5031061172485352
6,15,0.41868090629577637
1,17,2.209597110748291
2,17,0.5075359344482422
3,17,0.549964189529419
4,17,0.6173000335693359
5,17,0.4293403625488281
6,17,0.49079418182373047
1,16,0.9970641136169434
2,16,0.5692980289459229
3,16,0.4490818977355957
4,16,0.5429172515869141
5,16,0.4303150177001953
6,16,0.457686185836792
1,12,2.967315912246704
2,12,0.4772300720214844
3,12,0.5055139064788818
4,12,0.40311384201049805
5,12,0.5799481868743896
6,12,0.540302038192749
1,13,3.6424999237060547
2,13,0.5047359466552734
3,13,0.5575990676879883
4,13,0.3828709125518799
5,13,0.5832469463348389
6,13,0.4421560764312744
1,11,1.453251838684082
2,11,0.8372297286987305
3,11,0.63728928565979
4,11,0.6724989414215088
5,11,0.755530834197998
6,11,0.6208510398864746
1,10,1.601405143737793
2,10,0.4565260410308838
3,10,0.4148709774017334
4,10,0.7405281066894531
5,10,0.6403660774230957
6,10,0.5721580982208252
